               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  45,            0.074399,            0.033659,            0.023131,             0.73539,             0.28571,             0.27788,             0.10837,            0.066834,            0.031494,            0.019229,            0.005644,            0.005644,            0.005644
                  46,            0.070702,            0.040647,            0.021706,              0.6081,             0.21429,             0.18308,             0.05981,            0.072924,            0.030151,            0.019046,            0.005545,            0.005545,            0.005545
                  47,            0.068337,            0.033193,            0.020784,             0.61915,             0.28571,             0.21185,            0.079611,            0.064155,            0.031021,            0.018405,            0.005446,            0.005446,            0.005446
                  48,            0.068592,            0.035004,             0.02039,             0.61915,             0.28571,             0.21185,            0.079611,            0.064155,            0.031021,            0.018405,            0.005347,            0.005347,            0.005347
                  49,            0.068206,            0.032033,              0.0201,             0.64312,             0.35714,             0.26882,            0.074221,            0.064582,            0.030571,            0.018518,            0.005248,            0.005248,            0.005248
                  50,            0.062582,            0.035887,            0.020986,            0.099824,             0.44048,             0.12483,            0.031832,            0.076263,            0.029869,             0.01868,            0.005149,            0.005149,            0.005149
                  51,             0.06839,            0.032958,            0.019901,            0.094856,             0.66667,             0.25548,            0.093529,            0.065588,            0.030762,            0.017667,             0.00505,             0.00505,             0.00505
                  52,            0.068839,            0.033559,            0.022262,            0.094856,             0.66667,             0.25548,            0.093529,            0.065588,            0.030762,            0.017667,            0.004951,            0.004951,            0.004951
                  53,            0.070658,            0.035063,            0.022852,             0.18127,             0.83333,             0.33197,            0.097466,            0.064899,            0.030151,            0.017847,            0.004852,            0.004852,            0.004852
                  54,            0.066206,            0.030735,            0.019855,             0.20382,             0.84524,             0.31824,             0.12029,            0.062851,            0.030457,            0.017633,            0.004753,            0.004753,            0.004753
                  55,            0.065662,            0.034639,            0.020057,              0.6416,             0.35714,             0.20951,            0.059519,            0.065829,            0.030449,            0.017319,            0.004654,            0.004654,            0.004654
                  56,            0.062987,            0.038093,            0.019835,              0.6416,             0.35714,             0.20951,            0.059519,            0.065829,            0.030449,            0.017319,            0.004555,            0.004555,            0.004555
                  57,            0.067597,            0.030584,            0.019993,             0.67588,             0.42857,             0.32491,            0.092006,            0.063592,            0.030525,             0.01698,            0.004456,            0.004456,            0.004456
                  58,            0.068779,            0.030501,            0.019385,             0.17732,             0.83333,             0.39118,             0.13059,            0.060396,            0.031616,            0.016156,            0.004357,            0.004357,            0.004357
                  59,            0.068954,             0.02906,            0.020356,             0.13863,             0.53571,             0.13394,            0.040194,            0.074227,            0.031433,            0.015872,            0.004258,            0.004258,            0.004258
                  60,             0.06254,              0.0321,            0.018931,             0.13863,             0.53571,             0.13394,            0.040194,            0.074227,            0.031433,            0.015872,            0.004159,            0.004159,            0.004159
                  61,            0.063116,            0.036483,            0.020466,              0.1748,             0.59524,             0.25835,            0.067905,            0.069731,            0.031563,             0.01525,             0.00406,             0.00406,             0.00406
                  62,             0.06175,            0.026188,             0.02114,             0.23156,             0.67857,             0.47341,              0.1347,             0.06226,            0.030602,            0.014481,            0.003961,            0.003961,            0.003961
                  63,            0.070082,            0.031919,             0.01894,             0.18695,             0.59524,             0.37076,             0.13005,            0.060919,            0.030075,            0.014003,            0.003862,            0.003862,            0.003862
                  64,            0.066248,             0.03452,            0.019643,             0.18695,             0.59524,             0.37076,             0.13005,            0.060919,            0.030075,            0.014003,            0.003763,            0.003763,            0.003763
                  65,            0.059057,            0.027901,            0.017732,             0.76999,             0.33711,             0.41353,             0.14211,            0.060532,            0.029839,            0.013544,            0.003664,            0.003664,            0.003664
                  66,            0.062263,            0.029631,            0.018301,             0.22842,             0.67857,             0.42264,             0.15175,             0.05983,            0.029861,            0.013274,            0.003565,            0.003565,            0.003565
                  67,            0.056586,            0.028815,            0.016274,             0.35871,             0.69048,             0.48489,              0.1591,             0.05877,            0.030388,            0.013016,            0.003466,            0.003466,            0.003466
                  68,            0.060329,            0.037586,            0.017759,             0.35871,             0.69048,             0.48489,              0.1591,             0.05877,            0.030388,            0.013016,            0.003367,            0.003367,            0.003367
                  69,            0.062231,            0.031292,            0.016449,             0.32224,             0.67857,             0.44824,             0.16612,            0.058664,            0.030579,            0.012637,            0.003268,            0.003268,            0.003268
                  70,            0.057605,            0.035487,            0.017896,              0.5265,             0.84524,             0.64712,             0.19512,            0.057306,             0.03096,            0.012215,            0.003169,            0.003169,            0.003169
                  71,            0.059211,            0.028765,            0.016373,             0.47447,              0.7619,             0.59432,             0.23516,            0.057785,            0.029884,            0.012012,             0.00307,             0.00307,             0.00307
                  72,            0.061457,             0.02802,            0.018847,             0.47447,              0.7619,             0.59432,             0.23516,            0.057785,            0.029884,            0.012012,            0.002971,            0.002971,            0.002971
                  73,            0.064414,            0.028747,            0.015051,             0.62139,             0.84524,             0.73663,             0.24106,            0.054194,              0.0298,            0.011571,            0.002872,            0.002872,            0.002872
                  74,            0.056444,            0.034516,            0.017434,             0.53049,             0.84524,              0.7099,             0.26576,            0.055823,            0.030037,            0.011224,            0.002773,            0.002773,            0.002773
                  75,            0.056516,            0.026678,            0.016186,             0.63856,              0.7551,             0.66129,             0.24758,            0.057272,            0.029289,             0.01076,            0.002674,            0.002674,            0.002674
                  76,               0.058,            0.032258,             0.01616,             0.63856,              0.7551,             0.66129,             0.24758,            0.057272,            0.029289,             0.01076,            0.002575,            0.002575,            0.002575
                  77,            0.059985,            0.032091,            0.015457,             0.53068,             0.69048,             0.62341,             0.29613,            0.055836,            0.029007,             0.01055,            0.002476,            0.002476,            0.002476
                  78,            0.058464,            0.041316,            0.016486,             0.60158,             0.57452,             0.64693,             0.24683,            0.054814,            0.028664,             0.01039,            0.002377,            0.002377,            0.002377
                  79,            0.055731,            0.029787,            0.018071,             0.61817,             0.77381,             0.71842,             0.25942,            0.056052,            0.028545,            0.010132,            0.002278,            0.002278,            0.002278
                  80,            0.058444,            0.028169,            0.015944,             0.61817,             0.77381,             0.71842,             0.25942,            0.056052,            0.028545,            0.010132,            0.002179,            0.002179,            0.002179
                  81,            0.054921,            0.029034,            0.014607,             0.58804,             0.67572,             0.65254,             0.26594,            0.055758,            0.028454,           0.0099823,             0.00208,             0.00208,             0.00208
                  82,             0.05583,            0.026898,            0.013228,             0.58568,             0.60237,             0.65346,             0.20671,            0.058288,            0.028084,           0.0098969,            0.001981,            0.001981,            0.001981
                  83,            0.062207,            0.031799,            0.017424,             0.62156,             0.68984,             0.71764,             0.35224,            0.055335,            0.027985,           0.0097198,            0.001882,            0.001882,            0.001882
                  84,            0.055841,            0.026328,            0.016051,             0.62156,             0.68984,             0.71764,             0.35224,            0.055335,            0.027985,           0.0097198,            0.001783,            0.001783,            0.001783
                  85,            0.054059,            0.030555,            0.015664,              0.5553,             0.69048,             0.69608,             0.35153,            0.056242,            0.027897,           0.0095825,            0.001684,            0.001684,            0.001684
                  86,            0.055439,             0.02509,            0.014909,             0.72904,             0.56663,             0.67067,             0.27144,            0.054468,             0.02787,           0.0095413,            0.001585,            0.001585,            0.001585
                  87,            0.057311,            0.029685,            0.016115,             0.62461,             0.68281,             0.68298,              0.3365,            0.053691,            0.027798,           0.0092926,            0.001486,            0.001486,            0.001486
                  88,            0.056534,            0.027884,            0.015976,             0.62461,             0.68281,             0.68298,              0.3365,            0.053691,            0.027798,           0.0092926,            0.001387,            0.001387,            0.001387
                  89,            0.052167,            0.027021,            0.014377,             0.62494,             0.68513,             0.67602,              0.3166,            0.053632,            0.027817,           0.0092133,            0.001288,            0.001288,            0.001288
                  90,            0.055511,            0.035624,            0.014235,             0.66957,             0.56892,             0.66773,             0.32486,            0.055201,            0.027649,           0.0090714,            0.001189,            0.001189,            0.001189
                  91,            0.057102,            0.024726,            0.013507,             0.75229,             0.67472,              0.6874,             0.33766,            0.053389,            0.027618,            0.008989,             0.00109,             0.00109,             0.00109
                  92,             0.05714,            0.024792,            0.013035,             0.75229,             0.67472,              0.6874,             0.33766,            0.053389,            0.027618,            0.008989,            0.000991,            0.000991,            0.000991
                  93,            0.057518,            0.028653,            0.013358,              0.8123,             0.67472,             0.70633,             0.31971,            0.053364,            0.027473,           0.0088829,            0.000892,            0.000892,            0.000892
                  94,            0.054105,             0.02974,            0.014713,             0.81263,             0.69048,             0.70811,             0.30972,            0.053396,            0.027374,            0.008757,            0.000793,            0.000793,            0.000793
                  95,            0.054582,            0.028196,            0.013609,             0.81003,             0.69019,             0.71342,             0.33683,            0.052876,             0.02729,           0.0086327,            0.000694,            0.000694,            0.000694
                  96,             0.05873,            0.034451,            0.015919,             0.81003,             0.69019,             0.71342,             0.33683,            0.052876,             0.02729,           0.0086327,            0.000595,            0.000595,            0.000595
                  97,            0.051808,            0.024604,             0.01486,             0.80607,             0.68998,             0.71232,             0.34019,            0.052494,             0.02713,           0.0086075,            0.000496,            0.000496,            0.000496
                  98,            0.052183,            0.026606,            0.012584,             0.81296,             0.67656,             0.71188,             0.35104,            0.052277,            0.027092,            0.008522,            0.000397,            0.000397,            0.000397
                  99,            0.048974,            0.031245,            0.014351,             0.81328,             0.68759,             0.71188,             0.34273,            0.052286,            0.027058,           0.0084877,            0.000298,            0.000298,            0.000298
