img,conf_thres,iou_thres,output,flag,username,timestamp
flagged/img/1845fe1408ef0fc56bef/clipboard.png,0.28,0.45,flagged/output/9388eabe695428b9666d/image.webp,,,2024-05-27 09:31:22.241200
